timestamp,staging,condenser_inlet_temp,evaporator_heat_load_rt,system_power_consumption
2025-11-17 13:00:00,1,29.4,773.5,889.8
2025-11-17 14:00:00,5,27.9,852.8,1368.6
2025-11-17 15:00:00,8,29.2,1007.7,613.2
2025-11-17 16:00:00,6,29.6,903.7,1044.7
2025-11-17 17:00:00,2,30.2,886.3,727.2
2025-11-17 18:00:00,8,28.4,909.8,1218.1
2025-11-17 19:00:00,7,29.2,818.3,828.5
2025-11-17 20:00:00,0,29.0,1033.3,874.5
2025-11-17 21:00:00,7,28.5,949.8,697.6
2025-11-17 22:00:00,1,30.0,776.4,578.6
2025-11-17 23:00:00,3,28.0,731.0,880.0
2025-11-18 00:00:00,5,29.2,630.3,1111.8
2025-11-18 01:00:00,4,29.0,871.2,989.4
2025-11-18 02:00:00,7,27.5,913.0,587.1
2025-11-18 03:00:00,7,28.4,793.5,870.6
2025-11-18 04:00:00,4,29.9,1087.4,923.2
2025-11-18 05:00:00,8,28.5,1098.0,1117.5
2025-11-18 06:00:00,6,30.6,704.6,1064.7
2025-11-18 07:00:00,1,29.7,924.8,991.2
2025-11-18 08:00:00,0,31.0,946.0,747.2
2025-11-18 09:00:00,6,29.5,626.4,769.4
2025-11-18 10:00:00,6,27.9,1145.8,1406.3
2025-11-18 11:00:00,10,28.9,665.2,1093.0
2025-11-18 12:00:00,9,29.8,1004.7,641.2
2025-11-18 13:00:00,8,28.3,1205.6,905.2
2025-11-18 14:00:00,3,28.6,1078.8,874.5
2025-11-18 15:00:00,1,29.2,1209.4,838.7
2025-11-18 16:00:00,6,28.0,751.7,486.3
2025-11-18 17:00:00,9,29.5,699.4,737.1
2025-11-18 18:00:00,6,28.5,627.1,762.6
2025-11-18 19:00:00,4,28.1,657.5,1175.2
2025-11-18 20:00:00,3,30.4,908.9,1103.6
2025-11-18 21:00:00,0,30.1,723.8,571.5
2025-11-18 22:00:00,9,27.4,860.3,826.4
2025-11-18 23:00:00,7,29.1,934.8,931.0
2025-11-19 00:00:00,8,28.9,847.9,1051.2
2025-11-19 01:00:00,10,28.1,865.0,749.9
2025-11-19 02:00:00,9,29.0,633.6,874.8
2025-11-19 03:00:00,8,29.4,979.8,604.2
2025-11-19 04:00:00,2,30.1,923.0,631.6
2025-11-19 05:00:00,7,29.1,941.6,1086.5
2025-11-19 06:00:00,4,29.3,1054.4,836.7
2025-11-19 07:00:00,10,29.5,912.5,979.8
2025-11-19 08:00:00,2,27.9,831.4,851.0
2025-11-19 09:00:00,4,28.3,1054.1,646.2
2025-11-19 10:00:00,0,30.5,441.2,826.8
2025-11-19 11:00:00,2,29.3,568.1,578.6
2025-11-19 12:00:00,9,28.7,911.3,602.4
2025-11-19 13:00:00,3,28.5,1010.3,969.3
2025-11-19 14:00:00,2,28.3,584.0,834.4
2025-11-19 15:00:00,5,27.8,533.9,252.1
2025-11-19 16:00:00,3,28.2,1067.2,911.9
2025-11-19 17:00:00,9,28.9,706.2,953.3
2025-11-19 18:00:00,0,30.4,809.1,1027.4
2025-11-19 19:00:00,3,27.8,759.9,1240.1
2025-11-19 20:00:00,0,28.6,726.8,890.8
2025-11-19 21:00:00,2,28.7,832.6,1057.2
2025-11-19 22:00:00,8,27.4,905.5,1077.6
2025-11-19 23:00:00,1,29.7,1048.0,654.1
2025-11-20 00:00:00,10,30.5,689.2,868.1
2025-11-20 01:00:00,4,30.6,1189.9,907.8
2025-11-20 02:00:00,6,26.7,847.7,940.6
2025-11-20 03:00:00,10,29.4,968.2,783.3
2025-11-20 04:00:00,3,28.8,726.1,1070.9
2025-11-20 05:00:00,2,28.3,786.4,790.7
2025-11-20 06:00:00,2,29.4,966.5,943.9
2025-11-20 07:00:00,3,29.9,825.8,863.8
2025-11-20 08:00:00,5,30.2,526.1,709.9
2025-11-20 09:00:00,3,30.3,1197.5,876.5
2025-11-20 10:00:00,3,29.6,964.3,870.8
2025-11-20 11:00:00,4,29.9,639.3,935.0
2025-11-20 12:00:00,5,29.6,791.8,925.9
2025-11-20 13:00:00,8,29.3,743.0,1056.9
2025-11-20 14:00:00,9,29.3,894.8,619.1
2025-11-20 15:00:00,8,27.1,557.3,857.6
2025-11-20 16:00:00,8,29.3,1179.6,786.0
2025-11-20 17:00:00,1,29.2,479.9,418.3
2025-11-20 18:00:00,9,27.3,638.7,852.2
2025-11-20 19:00:00,1,28.2,789.3,754.3
2025-11-20 20:00:00,10,28.5,912.4,860.6
2025-11-20 21:00:00,5,30.5,1052.8,518.6
2025-11-20 22:00:00,1,29.0,878.9,702.2
2025-11-20 23:00:00,6,29.5,1068.8,647.6
2025-11-21 00:00:00,1,28.7,574.2,1179.8
2025-11-21 01:00:00,0,28.8,730.7,294.8
2025-11-21 02:00:00,4,27.2,573.2,640.6
2025-11-21 03:00:00,7,27.4,989.4,630.6
2025-11-21 04:00:00,5,28.0,961.8,822.5
2025-11-21 05:00:00,6,29.9,1004.7,993.3
2025-11-21 06:00:00,3,28.8,988.5,818.0
2025-11-21 07:00:00,4,29.0,1364.9,854.8
2025-11-21 08:00:00,9,29.8,1098.4,826.3
2025-11-21 09:00:00,5,30.5,943.9,880.7
2025-11-21 10:00:00,9,29.1,1047.2,632.7
2025-11-21 11:00:00,1,28.5,1016.3,853.0
2025-11-21 12:00:00,2,28.7,1125.1,984.6
2025-11-21 13:00:00,6,28.9,934.7,922.8
2025-11-21 14:00:00,2,29.0,875.5,1077.0
2025-11-21 15:00:00,2,29.3,752.8,638.1
2025-11-21 16:00:00,6,29.2,826.7,827.3
2025-11-21 17:00:00,5,27.6,661.9,851.3
2025-11-21 18:00:00,0,29.0,1024.6,903.9
2025-11-21 19:00:00,3,28.5,717.6,1449.1
2025-11-21 20:00:00,2,29.8,1092.6,678.1
2025-11-21 21:00:00,7,30.5,795.9,948.9
2025-11-21 22:00:00,1,27.7,795.4,1009.5
2025-11-21 23:00:00,7,27.3,763.8,889.8
2025-11-22 00:00:00,0,28.3,512.1,879.9
2025-11-22 01:00:00,7,30.3,927.9,682.4
2025-11-22 02:00:00,0,29.7,1215.6,985.4
2025-11-22 03:00:00,7,28.1,920.5,950.6
2025-11-22 04:00:00,2,26.5,976.1,776.8
2025-11-22 05:00:00,9,28.4,978.1,936.7
2025-11-22 06:00:00,7,28.8,738.7,787.2
2025-11-22 07:00:00,10,31.3,1299.1,1014.7
2025-11-22 08:00:00,8,29.3,1021.5,639.7
2025-11-22 09:00:00,4,28.5,933.9,957.0
2025-11-22 10:00:00,6,29.2,776.6,712.1
2025-11-22 11:00:00,2,30.7,1152.9,847.0
2025-11-22 12:00:00,10,28.9,534.3,893.8
2025-11-22 13:00:00,2,28.9,1129.9,797.3
2025-11-22 14:00:00,10,28.4,1123.6,1048.0
2025-11-22 15:00:00,9,27.5,920.3,437.5
2025-11-22 16:00:00,4,28.3,821.8,707.4
2025-11-22 17:00:00,5,28.3,941.8,526.6
2025-11-22 18:00:00,10,30.1,614.1,524.3
2025-11-22 19:00:00,1,28.2,1040.6,926.0
2025-11-22 20:00:00,6,28.2,586.5,982.0
2025-11-22 21:00:00,8,26.7,636.5,846.0
2025-11-22 22:00:00,2,29.0,866.0,1172.2
2025-11-22 23:00:00,1,28.7,643.9,592.2
2025-11-23 00:00:00,7,27.8,904.2,899.2
2025-11-23 01:00:00,0,30.3,819.0,699.7
2025-11-23 02:00:00,2,29.7,858.0,543.3
2025-11-23 03:00:00,6,29.2,734.6,1028.7
2025-11-23 04:00:00,10,29.4,609.4,803.5
2025-11-23 05:00:00,10,28.4,809.2,890.1
2025-11-23 06:00:00,10,28.9,980.4,1012.5
2025-11-23 07:00:00,1,30.4,1123.4,671.3
2025-11-23 08:00:00,4,28.7,1267.7,814.2
2025-11-23 09:00:00,8,29.2,669.7,592.7
2025-11-23 10:00:00,4,28.5,886.3,1180.0
2025-11-23 11:00:00,2,29.2,1007.4,651.8
2025-11-23 12:00:00,5,29.8,878.0,1172.3
2025-11-23 13:00:00,10,30.1,834.8,1133.8
2025-11-23 14:00:00,10,31.1,766.0,749.7
2025-11-23 15:00:00,0,28.9,640.4,1275.2
2025-11-23 16:00:00,7,28.9,833.5,900.6
2025-11-23 17:00:00,8,28.7,995.5,770.0
2025-11-23 18:00:00,0,29.6,458.8,784.3
2025-11-23 19:00:00,5,28.2,1010.1,1018.9
2025-11-23 20:00:00,7,28.9,1028.1,655.7
2025-11-23 21:00:00,0,29.5,882.5,1095.2
2025-11-23 22:00:00,9,30.6,690.8,627.1
2025-11-23 23:00:00,1,28.8,688.1,709.0
2025-11-24 00:00:00,5,29.5,847.3,488.6
2025-11-24 01:00:00,6,29.5,677.2,632.1
2025-11-24 02:00:00,2,30.2,937.7,859.0
2025-11-24 03:00:00,3,28.3,1056.2,992.6
2025-11-24 04:00:00,8,29.5,855.0,782.1
2025-11-24 05:00:00,1,28.3,1187.6,713.0
2025-11-24 06:00:00,3,28.2,889.7,560.5
2025-11-24 07:00:00,3,31.1,839.4,1074.0
2025-11-24 08:00:00,0,30.1,659.2,912.9
2025-11-24 09:00:00,2,27.7,1054.8,469.6
2025-11-24 10:00:00,4,29.9,797.2,961.1
2025-11-24 11:00:00,1,28.9,1121.4,812.1
2025-11-24 12:00:00,4,29.3,794.6,1073.2
2025-11-24 13:00:00,8,29.6,1163.2,1248.3
2025-11-24 14:00:00,8,30.5,1385.4,674.1
2025-11-24 15:00:00,3,30.0,1279.5,968.4
2025-11-24 16:00:00,9,31.0,818.8,1155.1
2025-11-24 17:00:00,10,30.3,718.4,750.7
2025-11-24 18:00:00,1,28.4,1191.3,997.1
2025-11-24 19:00:00,10,28.7,778.5,905.4
2025-11-24 20:00:00,1,29.4,788.0,812.2
2025-11-24 21:00:00,5,29.9,820.1,991.7
2025-11-24 22:00:00,4,29.2,1084.0,706.9
2025-11-24 23:00:00,6,27.9,618.6,665.0
2025-11-25 00:00:00,6,30.0,769.3,985.3
2025-11-25 01:00:00,1,29.8,1078.7,878.4
2025-11-25 02:00:00,3,28.5,824.0,600.8
2025-11-25 03:00:00,10,28.8,860.5,651.1
2025-11-25 04:00:00,8,28.6,1083.2,1083.6
2025-11-25 05:00:00,9,29.0,611.3,858.6
2025-11-25 06:00:00,9,27.9,755.5,1220.8
2025-11-25 07:00:00,9,29.1,785.5,1197.7
2025-11-25 08:00:00,4,28.8,700.7,846.3
2025-11-25 09:00:00,1,29.7,891.9,836.3
2025-11-25 10:00:00,0,31.1,982.6,940.5
2025-11-25 11:00:00,10,29.7,731.1,656.4
2025-11-25 12:00:00,9,28.8,881.4,1123.6
2025-11-25 13:00:00,4,30.3,910.3,778.4
2025-11-25 14:00:00,7,28.6,765.8,1394.9
2025-11-25 15:00:00,4,28.1,983.0,817.8
2025-11-25 16:00:00,6,27.4,870.5,765.3
2025-11-25 17:00:00,1,28.8,766.7,1065.7
2025-11-25 18:00:00,8,30.1,1024.3,830.3
2025-11-25 19:00:00,0,26.7,1245.8,578.0
2025-11-25 20:00:00,3,27.8,755.9,852.2
2025-11-25 21:00:00,1,29.2,661.7,1049.8
2025-11-25 22:00:00,2,28.8,427.0,958.9
2025-11-25 23:00:00,5,28.4,1121.6,860.4
2025-11-26 00:00:00,6,30.5,536.7,595.1
2025-11-26 01:00:00,5,29.9,661.6,848.1
2025-11-26 02:00:00,0,30.0,578.5,875.0
2025-11-26 03:00:00,6,29.5,556.6,524.1
2025-11-26 04:00:00,9,30.8,1011.9,685.9
2025-11-26 05:00:00,6,28.6,861.9,858.0
2025-11-26 06:00:00,7,29.0,823.8,715.7
2025-11-26 07:00:00,1,28.9,1027.7,1181.1
2025-11-26 08:00:00,5,31.3,411.7,951.0
2025-11-26 09:00:00,10,29.8,657.0,845.2
2025-11-26 10:00:00,10,26.7,879.4,757.8
2025-11-26 11:00:00,6,29.3,897.8,807.8
2025-11-26 12:00:00,0,28.8,972.7,730.6
2025-11-26 13:00:00,2,28.3,853.9,1012.6
2025-11-26 14:00:00,5,29.4,913.5,1084.8
2025-11-26 15:00:00,7,27.9,1234.4,1086.0
2025-11-26 16:00:00,2,29.6,963.1,781.7
2025-11-26 17:00:00,8,29.5,619.8,928.4
2025-11-26 18:00:00,3,28.8,1046.3,726.0
2025-11-26 19:00:00,10,27.2,624.8,1031.0
2025-11-26 20:00:00,8,30.2,814.8,782.0
2025-11-26 21:00:00,9,27.2,915.0,1123.0
2025-11-26 22:00:00,7,30.0,499.0,803.8
2025-11-26 23:00:00,10,28.2,918.7,914.9
2025-11-27 00:00:00,3,30.1,565.3,1003.7
2025-11-27 01:00:00,2,28.0,657.5,1177.0
2025-11-27 02:00:00,8,31.5,676.8,909.0
2025-11-27 03:00:00,3,29.1,849.0,946.8
2025-11-27 04:00:00,6,28.9,1146.7,801.5
2025-11-27 05:00:00,5,29.0,831.6,1156.3
2025-11-27 06:00:00,10,28.7,932.2,1033.0
2025-11-27 07:00:00,0,29.3,684.2,584.4
2025-11-27 08:00:00,5,29.1,916.0,1152.5
2025-11-27 09:00:00,3,28.5,453.6,907.4
2025-11-27 10:00:00,6,26.3,654.9,844.9
2025-11-27 11:00:00,5,28.8,1195.2,827.2
2025-11-27 12:00:00,3,28.2,642.4,774.0
2025-11-27 13:00:00,8,29.6,1105.2,1137.9
2025-11-27 14:00:00,4,29.2,701.1,722.4
2025-11-27 15:00:00,1,29.1,1060.0,729.2
2025-11-27 16:00:00,4,29.3,1043.9,786.1
2025-11-27 17:00:00,2,28.1,936.9,875.8
2025-11-27 18:00:00,9,26.9,640.5,1146.2
2025-11-27 19:00:00,10,27.9,504.6,827.1
2025-11-27 20:00:00,7,29.3,464.2,1018.8
2025-11-27 21:00:00,7,31.2,543.8,877.2
2025-11-27 22:00:00,6,29.3,665.9,716.9
2025-11-27 23:00:00,1,28.1,925.2,1004.3
2025-11-28 00:00:00,9,28.8,927.5,484.8
2025-11-28 01:00:00,5,30.0,942.2,1244.6
2025-11-28 02:00:00,9,27.8,1094.4,1008.1
2025-11-28 03:00:00,4,30.3,968.2,1093.9
2025-11-28 04:00:00,4,29.1,980.5,1224.2
2025-11-28 05:00:00,10,28.9,865.5,759.1
2025-11-28 06:00:00,8,26.5,815.7,729.8
2025-11-28 07:00:00,4,29.8,997.2,871.3
2025-11-28 08:00:00,1,32.8,908.1,925.1
2025-11-28 09:00:00,6,29.6,967.9,968.7
2025-11-28 10:00:00,5,29.4,614.4,887.7
2025-11-28 11:00:00,6,30.3,990.1,1070.7
2025-11-28 12:00:00,8,29.7,704.7,931.5
2025-11-28 13:00:00,10,30.7,1086.6,689.4
2025-11-28 14:00:00,4,30.0,856.6,708.7
2025-11-28 15:00:00,1,27.7,878.8,1247.2
2025-11-28 16:00:00,5,29.3,732.8,554.0
2025-11-28 17:00:00,1,28.4,679.5,717.7
2025-11-28 18:00:00,10,30.1,593.2,835.8
2025-11-28 19:00:00,0,27.7,593.2,1139.4
2025-11-28 20:00:00,8,27.4,661.7,914.5
2025-11-28 21:00:00,9,27.8,1107.6,778.6
2025-11-28 22:00:00,3,28.6,807.8,832.1
2025-11-28 23:00:00,10,27.1,819.3,547.7
2025-11-29 00:00:00,5,28.5,1023.5,842.7
2025-11-29 01:00:00,8,26.8,823.2,502.1
2025-11-29 02:00:00,5,29.9,1152.2,710.9
2025-11-29 03:00:00,1,27.8,788.5,978.1
2025-11-29 04:00:00,2,28.3,829.6,1167.4
2025-11-29 05:00:00,5,28.6,706.9,470.1
2025-11-29 06:00:00,4,29.2,1199.4,651.5
2025-11-29 07:00:00,5,29.7,712.2,945.3
2025-11-29 08:00:00,1,29.7,846.5,787.9
2025-11-29 09:00:00,1,28.6,839.7,436.4
2025-11-29 10:00:00,0,27.8,1110.0,365.0
2025-11-29 11:00:00,2,28.6,1289.9,940.7
2025-11-29 12:00:00,3,29.2,901.7,709.3
2025-11-29 13:00:00,1,28.0,1094.4,803.3
2025-11-29 14:00:00,2,29.7,778.1,484.4
2025-11-29 15:00:00,2,28.6,735.3,883.1
2025-11-29 16:00:00,10,30.6,765.0,698.5
2025-11-29 17:00:00,5,28.8,684.6,1025.1
2025-11-29 18:00:00,8,29.5,802.9,725.9
2025-11-29 19:00:00,10,29.5,1073.4,494.6
2025-11-29 20:00:00,9,28.8,854.0,891.7
2025-11-29 21:00:00,3,31.0,969.6,896.3
2025-11-29 22:00:00,10,27.8,413.3,697.4
2025-11-29 23:00:00,5,29.2,1118.7,776.2
2025-11-30 00:00:00,0,27.7,641.7,758.0
2025-11-30 01:00:00,9,27.7,939.4,872.7
2025-11-30 02:00:00,9,28.5,946.9,992.8
2025-11-30 03:00:00,8,28.0,950.8,629.5
2025-11-30 04:00:00,3,30.9,977.9,905.5
2025-11-30 05:00:00,0,29.1,806.8,753.5
2025-11-30 06:00:00,7,29.8,913.4,729.3
2025-11-30 07:00:00,1,30.0,755.0,761.0
2025-11-30 08:00:00,2,29.3,704.2,924.4
2025-11-30 09:00:00,6,28.9,825.8,1317.3
2025-11-30 10:00:00,7,28.5,904.0,924.3
2025-11-30 11:00:00,0,28.7,1047.0,1049.2
2025-11-30 12:00:00,8,28.0,718.1,741.6
2025-11-30 13:00:00,7,27.3,1196.3,916.8
2025-11-30 14:00:00,0,28.5,886.5,1168.8
2025-11-30 15:00:00,10,29.1,957.8,929.5
2025-11-30 16:00:00,9,29.4,998.3,758.6
2025-11-30 17:00:00,6,30.4,884.3,825.8
2025-11-30 18:00:00,7,27.2,758.7,581.6
2025-11-30 19:00:00,5,28.9,597.2,636.5
2025-11-30 20:00:00,9,28.9,778.7,749.4
2025-11-30 21:00:00,9,29.5,693.4,979.9
2025-11-30 22:00:00,2,28.8,1239.8,613.7
2025-11-30 23:00:00,6,28.7,751.0,840.9
2025-12-01 00:00:00,5,29.7,949.3,811.7
2025-12-01 01:00:00,9,29.6,872.9,1091.6
2025-12-01 02:00:00,0,29.1,648.8,914.9
2025-12-01 03:00:00,6,27.6,502.8,744.7
2025-12-01 04:00:00,5,29.0,1174.6,776.3
2025-12-01 05:00:00,10,28.0,779.7,1231.4
2025-12-01 06:00:00,3,28.0,708.3,848.5
2025-12-01 07:00:00,2,28.4,1018.6,585.4
2025-12-01 08:00:00,3,28.1,1204.0,999.9
2025-12-01 09:00:00,10,28.9,786.5,765.4
2025-12-01 10:00:00,4,29.3,929.1,756.0
2025-12-01 11:00:00,5,29.5,873.0,941.8
2025-12-01 12:00:00,0,28.0,1023.6,838.9
2025-12-01 13:00:00,9,28.4,730.1,918.3
2025-12-01 14:00:00,3,28.4,744.2,700.9
2025-12-01 15:00:00,3,29.5,1247.1,524.2
2025-12-01 16:00:00,3,29.6,762.3,890.4
2025-12-01 17:00:00,10,27.7,834.2,767.8
2025-12-01 18:00:00,5,28.2,643.0,811.0
2025-12-01 19:00:00,3,29.5,986.7,835.1
2025-12-01 20:00:00,10,28.2,847.2,545.9
2025-12-01 21:00:00,9,30.0,913.6,1210.1
2025-12-01 22:00:00,7,28.2,972.7,488.1
2025-12-01 23:00:00,0,27.8,833.8,1085.7
2025-12-02 00:00:00,1,27.7,859.7,942.0
2025-12-02 01:00:00,0,28.9,1128.3,1067.2
2025-12-02 02:00:00,10,28.7,663.5,430.7
2025-12-02 03:00:00,4,28.2,1195.2,1106.2
2025-12-02 04:00:00,1,28.9,818.0,1172.0
2025-12-02 05:00:00,10,30.4,589.8,807.1
2025-12-02 06:00:00,8,29.7,602.4,579.9
2025-12-02 07:00:00,7,28.7,909.0,1214.7
2025-12-02 08:00:00,5,29.7,842.2,680.2
2025-12-02 09:00:00,0,28.0,475.9,571.1
2025-12-02 10:00:00,4,30.6,848.0,805.3
2025-12-02 11:00:00,4,30.5,1297.9,794.3
2025-12-02 12:00:00,1,29.6,555.4,334.1
2025-12-02 13:00:00,2,28.2,684.2,627.0
2025-12-02 14:00:00,9,27.6,807.4,667.1
2025-12-02 15:00:00,2,29.3,961.9,708.3
2025-12-02 16:00:00,0,27.8,915.7,1074.0
2025-12-02 17:00:00,8,29.7,736.0,1286.2
2025-12-02 18:00:00,6,29.1,1094.1,319.9
2025-12-02 19:00:00,1,28.3,808.5,579.8
2025-12-02 20:00:00,10,29.1,882.5,1030.5
2025-12-02 21:00:00,7,26.3,1124.5,1147.3
2025-12-02 22:00:00,0,29.9,1140.3,639.8
2025-12-02 23:00:00,5,28.0,1128.2,919.2
2025-12-03 00:00:00,8,28.9,1167.2,839.9
2025-12-03 01:00:00,5,29.5,1156.5,1055.5
2025-12-03 02:00:00,6,27.6,704.1,622.6
2025-12-03 03:00:00,10,29.5,1031.7,748.2
2025-12-03 04:00:00,10,26.7,1065.5,948.6
2025-12-03 05:00:00,4,29.1,780.2,1111.3
2025-12-03 06:00:00,2,29.7,912.0,799.2
2025-12-03 07:00:00,9,30.4,592.1,982.5
2025-12-03 08:00:00,9,28.9,1187.0,865.4
2025-12-03 09:00:00,7,28.7,577.3,640.2
2025-12-03 10:00:00,9,30.4,1018.0,759.3
2025-12-03 11:00:00,9,28.0,628.1,895.8
2025-12-03 12:00:00,5,30.1,439.6,1196.1
2025-12-03 13:00:00,9,27.3,833.8,995.4
2025-12-03 14:00:00,10,28.7,882.3,679.8
2025-12-03 15:00:00,8,28.9,545.0,825.5
2025-12-03 16:00:00,4,30.4,329.2,854.0
2025-12-03 17:00:00,8,31.3,950.7,783.9
2025-12-03 18:00:00,4,29.3,762.5,1151.4
2025-12-03 19:00:00,3,28.0,844.9,726.6
2025-12-03 20:00:00,1,27.2,509.6,1009.9
2025-12-03 21:00:00,2,30.5,608.6,726.9
2025-12-03 22:00:00,1,29.7,794.3,936.2
2025-12-03 23:00:00,2,29.2,783.5,642.2
2025-12-04 00:00:00,7,28.8,401.4,968.8
2025-12-04 01:00:00,9,28.3,795.3,525.9
2025-12-04 02:00:00,10,27.4,1018.6,1044.2
2025-12-04 03:00:00,9,27.1,558.7,547.2
2025-12-04 04:00:00,3,30.5,390.2,824.1
2025-12-04 05:00:00,1,28.2,711.6,878.6
2025-12-04 06:00:00,2,29.8,872.8,727.3
2025-12-04 07:00:00,9,29.0,659.6,1084.1
2025-12-04 08:00:00,2,28.4,1071.6,863.2
2025-12-04 09:00:00,2,28.1,548.2,805.5
2025-12-04 10:00:00,3,29.7,812.7,802.4
2025-12-04 11:00:00,10,29.4,862.9,842.7
2025-12-04 12:00:00,5,29.0,529.5,963.6
2025-12-04 13:00:00,1,29.7,899.0,793.0
2025-12-04 14:00:00,9,30.7,827.9,1028.7
2025-12-04 15:00:00,6,29.2,863.3,713.4
2025-12-04 16:00:00,9,28.9,795.5,443.1
2025-12-04 17:00:00,5,29.3,699.4,977.2
2025-12-04 18:00:00,6,29.4,982.1,639.2
2025-12-04 19:00:00,10,28.9,806.7,984.8
2025-12-04 20:00:00,2,31.0,841.8,968.9
2025-12-04 21:00:00,8,29.3,1068.9,1289.7
2025-12-04 22:00:00,4,27.5,1078.8,740.9
2025-12-04 23:00:00,4,28.0,818.7,827.2
2025-12-05 00:00:00,8,28.1,900.7,598.4
2025-12-05 01:00:00,3,28.1,606.8,1068.1
2025-12-05 02:00:00,4,29.9,980.7,608.8
2025-12-05 03:00:00,1,30.3,978.9,699.0
2025-12-05 04:00:00,3,30.3,391.5,1076.4
2025-12-05 05:00:00,10,29.3,863.0,721.4
2025-12-05 06:00:00,9,30.5,691.1,881.5
2025-12-05 07:00:00,6,27.0,628.4,989.3
2025-12-05 08:00:00,2,28.1,1104.8,450.4
2025-12-05 09:00:00,10,27.4,632.4,1019.2
2025-12-05 10:00:00,2,28.5,794.0,972.3
2025-12-05 11:00:00,1,30.1,1067.8,691.9
2025-12-05 12:00:00,7,29.4,685.8,1235.4
2025-12-05 13:00:00,0,30.6,984.7,884.9
2025-12-05 14:00:00,8,27.9,949.9,1017.9
2025-12-05 15:00:00,2,29.1,956.5,851.9
2025-12-05 16:00:00,3,30.0,874.6,793.7
2025-12-05 17:00:00,4,30.1,899.7,917.0
2025-12-05 18:00:00,1,29.9,784.3,864.5
2025-12-05 19:00:00,8,29.6,432.6,1181.1
2025-12-05 20:00:00,1,29.1,872.6,975.7
2025-12-05 21:00:00,8,27.5,857.2,733.7
2025-12-05 22:00:00,2,28.8,816.5,902.8
2025-12-05 23:00:00,2,28.6,642.4,1257.5
2025-12-06 00:00:00,9,30.5,842.3,668.8
2025-12-06 01:00:00,5,29.6,397.3,943.1
2025-12-06 02:00:00,1,28.5,725.7,1038.5
2025-12-06 03:00:00,5,28.3,740.2,795.7
2025-12-06 04:00:00,4,28.2,865.6,835.3
2025-12-06 05:00:00,1,29.2,821.8,640.6
2025-12-06 06:00:00,6,27.9,854.2,369.3
2025-12-06 07:00:00,0,27.8,609.7,1012.0
2025-12-06 08:00:00,10,30.2,609.9,812.1
2025-12-06 09:00:00,9,29.3,1038.6,730.3
2025-12-06 10:00:00,6,29.2,985.6,974.2
2025-12-06 11:00:00,0,28.9,1024.5,771.6
2025-12-06 12:00:00,2,29.2,826.4,1055.8
2025-12-06 13:00:00,10,30.2,825.1,576.9
2025-12-06 14:00:00,10,27.7,885.1,818.5
2025-12-06 15:00:00,3,28.9,449.8,1142.8
2025-12-06 16:00:00,4,30.3,924.5,868.7
2025-12-06 17:00:00,5,26.6,901.8,817.4
2025-12-06 18:00:00,3,28.1,992.3,712.4
2025-12-06 19:00:00,8,28.1,913.7,755.3
2025-12-06 20:00:00,9,28.8,1099.7,851.6
2025-12-06 21:00:00,5,27.9,1228.1,891.1
2025-12-06 22:00:00,2,28.1,887.6,916.1
2025-12-06 23:00:00,8,27.1,941.6,1061.2
2025-12-07 00:00:00,3,30.6,1106.5,993.5
2025-12-07 01:00:00,0,28.1,438.4,697.2
2025-12-07 02:00:00,1,29.2,705.7,842.7
2025-12-07 03:00:00,1,29.3,767.1,1021.2
2025-12-07 04:00:00,10,28.6,785.5,658.5
2025-12-07 05:00:00,1,29.5,819.1,1027.5
2025-12-07 06:00:00,4,28.3,633.5,968.4
2025-12-07 07:00:00,5,28.1,1146.3,884.9
2025-12-07 08:00:00,0,29.0,497.7,1098.5
2025-12-07 09:00:00,4,27.4,507.6,844.6
2025-12-07 10:00:00,1,29.7,797.4,966.0
2025-12-07 11:00:00,7,30.4,653.8,1109.1
2025-12-07 12:00:00,1,31.9,940.9,867.9
2025-12-07 13:00:00,6,28.8,1416.6,499.7
2025-12-07 14:00:00,1,28.8,821.2,1145.3
2025-12-07 15:00:00,7,29.9,1429.2,1021.7
2025-12-07 16:00:00,0,28.8,668.2,851.8
2025-12-07 17:00:00,7,29.4,840.0,1080.1
2025-12-07 18:00:00,4,31.3,672.9,893.9
2025-12-07 19:00:00,7,27.7,1135.0,619.1
2025-12-07 20:00:00,5,27.2,1030.2,987.8
2025-12-07 21:00:00,10,28.9,1185.1,950.8
2025-12-07 22:00:00,9,28.8,881.8,539.5
2025-12-07 23:00:00,5,27.4,1006.2,658.4
2025-12-08 00:00:00,8,29.4,831.0,325.8
2025-12-08 01:00:00,7,28.0,981.0,511.5
2025-12-08 02:00:00,5,30.6,1025.3,769.3
2025-12-08 03:00:00,0,29.1,790.9,856.2
2025-12-08 04:00:00,5,27.2,609.9,1055.6
2025-12-08 05:00:00,9,29.8,773.4,766.8
2025-12-08 06:00:00,5,29.4,1014.2,444.5
2025-12-08 07:00:00,9,29.3,916.0,970.1
2025-12-08 08:00:00,10,28.6,1062.1,797.9
2025-12-08 09:00:00,1,27.8,854.6,838.7
2025-12-08 10:00:00,5,29.7,975.0,831.6
2025-12-08 11:00:00,5,30.0,819.2,783.1
2025-12-08 12:00:00,5,28.6,801.2,719.4
2025-12-08 13:00:00,1,28.2,825.0,896.7
2025-12-08 14:00:00,2,28.2,715.1,745.9
2025-12-08 15:00:00,10,28.9,931.6,1041.1
2025-12-08 16:00:00,1,30.0,839.1,652.5
