timestamp,outside_humidity,outside_temperature,return_humidity,return_temperature,economizer_enthalpy_setpoint,economizer_temperature_setpoint,power
2021-06-01 00:00:00,0.79,83.2,0.54,75.3,72,30,325443
2021-06-01 01:00:00,0.88,74.6,0.51,77.4,72,30,336196
2021-06-01 07:00:00,0.87,77.0,0.42,74.9,72,30,332104
2021-06-01 08:00:00,0.87,63.9,0.44,73.7,72,30,424118
2021-06-01 09:00:00,0.9,88.7,0.53,79.8,72,30,327583
2021-06-01 10:00:00,0.89,59.3,0.39,70.8,72,30,400315
2021-06-01 11:00:00,0.82,68.0,0.41,71.4,72,30,446285
2021-06-01 12:00:00,0.86,50.3,0.38,70.6,72,30,329234
2021-06-01 13:00:00,0.86,73.2,0.62,72.7,72,30,269938
2021-06-01 14:00:00,0.83,79.4,0.48,69.6,72,30,368897
2021-06-01 15:00:00,0.8,66.9,0.54,73.6,72,30,285153
2021-06-01 16:00:00,0.8,67.2,0.38,76.4,72,30,358649
2021-06-01 17:00:00,0.78,51.2,0.48,74.7,72,30,350750
2021-06-01 18:00:00,0.86,61.1,0.61,79.8,72,30,450515
2021-06-01 19:00:00,0.77,71.7,0.55,79.3,72,30,400732
2021-06-01 20:00:00,0.85,55.7,0.39,76.0,72,30,316891
2021-06-01 21:00:00,0.77,54.2,0.38,69.9,72,30,440493
2021-06-01 22:00:00,0.91,63.2,0.68,76.6,72,30,268802
2021-06-01 23:00:00,0.79,79.7,0.47,69.2,72,30,323283
2021-06-02 00:00:00,0.82,49.3,0.53,79.4,72,30,323618
2021-06-02 01:00:00,0.87,52.7,0.47,75.1,72,30,251777
2021-06-02 02:00:00,0.86,62.6,0.37,74.8,72,30,232380
2021-06-02 03:00:00,0.82,66.4,0.51,70.4,72,30,430281
2021-06-02 04:00:00,0.89,76.5,0.51,78.5,72,30,308050
2021-06-02 05:00:00,0.79,62.7,0.45,75.4,72,30,391814
2021-06-02 06:00:00,0.79,79.5,0.52,76.7,72,30,340324
2021-06-02 07:00:00,0.8,80.4,0.53,82.6,72,30,357478
2021-06-02 08:00:00,0.81,63.5,0.59,72.9,72,30,470915
2021-06-02 09:00:00,0.83,71.3,0.57,69.6,72,30,394570
2021-06-02 10:00:00,0.9,77.4,0.47,70.8,72,30,390701
2021-06-02 11:00:00,0.86,74.3,0.59,72.6,72,30,313085
2021-06-02 12:00:00,0.83,77.9,0.53,75.6,72,30,434033
2021-06-02 13:00:00,0.78,74.5,0.6,74.8,72,30,343494
2021-06-02 14:00:00,0.81,59.1,0.48,74.1,72,30,289889
2021-06-02 15:00:00,0.87,80.9,0.45,78.1,72,30,334598
2021-06-02 16:00:00,0.84,69.7,0.56,73.3,72,30,185966
2021-06-02 17:00:00,0.92,71.9,0.47,69.0,72,30,328530
2021-06-02 18:00:00,0.81,66.3,0.56,72.4,72,30,401407
2021-06-02 19:00:00,0.83,52.8,0.47,71.5,72,30,123942
2021-06-02 20:00:00,0.91,66.4,0.56,77.3,72,30,336121
2021-06-02 21:00:00,0.8,61.5,0.51,76.1,72,30,352617
2021-06-02 22:00:00,0.81,75.7,0.55,75.0,72,30,298111
2021-06-02 23:00:00,0.86,79.5,0.49,71.7,72,30,349450
2021-06-03 00:00:00,0.8,78.7,0.46,78.3,72,30,326039
2021-06-03 01:00:00,0.83,76.9,0.47,74.7,72,30,297105
2021-06-03 02:00:00,0.95,61.9,0.41,78.6,72,30,417925
2021-06-03 03:00:00,0.87,55.6,0.48,72.3,72,30,262065
2021-06-03 04:00:00,0.98,69.3,0.46,74.9,72,30,314655
2021-06-03 05:00:00,0.82,57.6,0.53,82.0,72,30,316566
2021-06-03 06:00:00,0.87,67.6,0.46,76.0,72,30,405892
2021-06-03 07:00:00,0.85,72.3,0.57,67.8,72,30,514953
2021-06-03 08:00:00,0.79,69.3,0.47,74.5,72,30,299531
2021-06-03 09:00:00,0.89,52.6,0.5,73.6,72,30,281266
2021-06-03 10:00:00,0.92,58.4,0.47,73.7,72,30,370206
2021-06-03 11:00:00,0.87,76.0,0.54,73.0,72,30,373853
2021-06-03 12:00:00,0.81,66.3,0.46,70.9,72,30,302554
2021-06-03 13:00:00,0.81,85.0,0.56,70.6,72,30,339105
2021-06-03 14:00:00,0.87,82.6,0.57,74.5,72,30,166286
2021-06-03 15:00:00,0.82,72.6,0.51,74.5,72,30,280844
2021-06-03 16:00:00,0.91,87.4,0.52,77.3,72,30,337634
2021-06-03 17:00:00,0.85,73.3,0.51,69.3,72,30,398489
2021-06-03 18:00:00,0.81,79.2,0.54,72.7,72,30,452637
2021-06-03 19:00:00,0.8,69.1,0.37,78.9,72,30,276199
2021-06-03 20:00:00,0.85,61.1,0.52,78.0,72,30,230383
2021-06-03 21:00:00,0.88,62.2,0.51,77.3,72,30,432532
2021-06-03 22:00:00,0.87,73.3,0.58,82.1,72,30,311975
2021-06-03 23:00:00,0.85,50.5,0.52,72.5,72,30,492076
2021-06-04 00:00:00,0.93,67.0,0.42,70.7,72,30,383491
2021-06-04 01:00:00,0.89,80.9,0.52,78.4,72,30,215765
2021-06-04 02:00:00,0.86,69.0,0.51,72.5,72,30,439563
2021-06-04 03:00:00,0.88,62.8,0.55,75.5,72,30,319719
2021-06-04 04:00:00,0.83,63.8,0.46,76.3,72,30,165274
2021-06-04 05:00:00,0.77,79.9,0.57,74.2,72,30,278438
2021-06-04 06:00:00,0.83,51.9,0.51,72.6,72,30,395259
2021-06-04 07:00:00,0.85,70.5,0.62,70.7,72,30,301606
2021-06-04 08:00:00,0.9,74.3,0.53,80.2,72,30,289720
2021-06-04 09:00:00,0.88,91.6,0.43,76.3,72,30,377742
2021-06-04 10:00:00,0.82,76.7,0.57,73.9,72,30,122565
2021-06-04 11:00:00,0.83,52.7,0.47,73.6,72,30,336978
2021-06-04 12:00:00,0.79,44.4,0.48,77.8,72,30,470095
2021-06-04 13:00:00,0.84,79.2,0.43,73.9,72,30,257406
2021-06-04 14:00:00,0.88,60.4,0.49,73.4,72,30,376784
2021-06-04 15:00:00,0.83,72.6,0.61,80.3,72,30,340474
2021-06-04 16:00:00,0.8,71.0,0.49,76.4,72,30,301501
2021-06-04 17:00:00,0.88,62.6,0.51,74.0,72,30,444114
2021-06-04 18:00:00,0.94,84.9,0.61,73.9,72,30,334887
2021-06-04 19:00:00,0.87,82.5,0.53,77.5,72,30,345502
2021-06-04 20:00:00,0.87,68.0,0.51,76.2,72,30,355122
2021-06-04 21:00:00,0.86,79.1,0.54,74.1,72,30,336374
2021-06-04 22:00:00,0.83,77.3,0.57,71.6,72,30,437428
2021-06-04 23:00:00,0.79,65.1,0.59,78.9,72,30,342436
2021-06-05 00:00:00,0.79,65.4,0.43,73.3,72,30,464530
2021-06-05 01:00:00,0.87,73.7,0.42,72.9,72,30,243704
2021-06-05 02:00:00,0.81,85.0,0.47,72.1,72,30,341990
2021-06-05 03:00:00,0.77,74.5,0.5,74.0,72,30,392506
2021-06-05 04:00:00,0.74,73.7,0.43,80.9,72,30,351228
2021-06-05 05:00:00,0.82,70.5,0.47,75.3,72,30,293105
2021-06-05 06:00:00,0.88,77.1,0.35,73.9,72,30,243742
2021-06-05 07:00:00,0.83,55.2,0.43,78.6,72,30,218458
2021-06-05 08:00:00,0.84,66.5,0.44,71.4,72,30,394082
2021-06-05 09:00:00,0.75,73.5,0.54,76.5,72,30,188289
2021-06-05 10:00:00,0.89,76.2,0.42,77.5,72,30,299459
2021-06-05 11:00:00,0.77,76.3,0.58,77.2,72,30,391061
2021-06-05 12:00:00,0.92,57.0,0.56,74.7,72,30,411152
2021-06-05 13:00:00,0.9,83.5,0.49,73.2,72,30,411333
2021-06-05 14:00:00,0.83,63.9,0.5,77.7,72,30,314580
2021-06-05 15:00:00,0.76,54.8,0.55,72.1,72,30,326678
2021-06-05 16:00:00,0.92,57.0,0.46,78.5,72,30,424350
2021-06-05 17:00:00,0.85,59.3,0.51,72.2,72,30,252279
2021-06-05 18:00:00,0.89,81.8,0.39,72.8,72,30,349894
2021-06-05 19:00:00,0.81,78.8,0.57,76.7,72,30,410673
2021-06-05 20:00:00,0.89,77.4,0.53,75.0,72,30,335446
2021-06-05 21:00:00,0.75,73.8,0.49,76.4,72,30,333835
2021-06-05 22:00:00,0.91,59.5,0.39,74.3,72,30,325258
2021-06-05 23:00:00,0.8,64.3,0.56,76.4,72,30,421483
2021-06-06 00:00:00,0.85,58.4,0.49,71.9,72,30,345121
2021-06-06 01:00:00,0.87,69.2,0.51,79.0,72,30,258000
2021-06-06 02:00:00,0.84,81.0,0.46,77.8,72,30,419938
2021-06-06 03:00:00,0.8,68.7,0.44,77.0,72,30,297842
2021-06-06 04:00:00,0.75,68.0,0.37,78.3,72,30,301222
2021-06-06 05:00:00,0.93,69.0,0.56,76.6,72,30,463799
2021-06-06 06:00:00,0.82,75.1,0.5,74.4,72,30,391522
2021-06-06 07:00:00,0.83,77.3,0.6,71.8,72,30,440985
1,0.87,74.2,0.42,79.2,72,30,335682
2021-06-06 09:00:00,0.87,67.7,0.52,70.8,72,30,415346
2021-06-06 10:00:00,0.96,67.4,0.48,73.1,72,30,310156
2021-06-06 11:00:00,0.84,75.3,0.5,73.0,72,30,406560
2021-06-06 12:00:00,0.93,77.7,0.49,77.0,72,30,299312
2021-06-06 13:00:00,0.88,55.2,0.42,73.5,72,30,288576
2021-06-06 14:00:00,0.92,71.9,0.49,71.7,72,30,346041
2021-06-06 15:00:00,0.88,76.9,0.5,78.0,72,30,375869
2021-06-06 16:00:00,0.81,75.2,0.52,74.2,72,30,334496
2021-06-06 17:00:00,0.88,70.0,0.54,78.5,72,30,222807
2021-06-06 18:00:00,0.87,68.7,0.55,73.1,72,30,325772
2021-06-06 19:00:00,0.78,84.1,0.46,77.3,72,30,244579
2021-06-06 20:00:00,0.84,55.7,0.55,76.7,72,30,267529
2021-06-06 21:00:00,0.85,65.0,0.47,75.6,72,30,441697
2021-06-06 22:00:00,0.86,74.1,0.54,77.0,72,30,233365
2021-06-06 23:00:00,0.83,63.1,0.48,74.5,72,30,287655
2021-06-07 00:00:00,0.89,78.1,0.51,73.7,72,30,261173
2021-06-07 01:00:00,0.86,74.6,0.53,66.4,72,30,276591
2021-06-07 02:00:00,0.84,67.1,0.45,71.3,72,30,424172
2021-06-07 03:00:00,0.88,77.1,0.48,74.0,72,30,378479
2021-06-07 04:00:00,0.83,57.4,0.44,79.8,72,30,345688
2021-06-07 05:00:00,0.75,86.5,0.55,78.5,72,30,371675
2021-06-07 06:00:00,0.85,70.7,0.59,83.4,72,30,269264
2021-06-07 07:00:00,0.87,73.7,0.42,74.9,72,30,441246
2021-06-07 08:00:00,0.83,59.8,0.57,74.2,72,30,368402
2021-06-07 09:00:00,0.87,77.7,0.47,69.2,72,30,506632
2021-06-07 10:00:00,0.88,60.5,0.5,72.8,72,30,282147
2021-06-07 11:00:00,0.8,92.7,0.54,73.9,72,30,391496
2021-06-07 12:00:00,0.8,56.8,0.46,77.7,72,30,386353
2021-06-07 13:00:00,0.83,84.1,0.59,79.0,72,30,300245
2021-06-07 14:00:00,0.84,64.6,0.4,76.3,72,30,440562
2021-06-07 15:00:00,0.82,60.8,0.43,73.4,72,30,375442
2021-06-07 16:00:00,0.85,66.6,0.38,78.8,72,30,299779
2021-06-07 17:00:00,0.88,81.0,0.63,71.4,72,30,415261
2021-06-07 18:00:00,0.82,79.8,0.48,74.3,72,30,238949
2021-06-07 19:00:00,0.8,72.4,0.5,77.0,72,30,397612
2021-06-07 20:00:00,0.81,75.1,0.41,71.0,72,30,350278
2021-06-07 21:00:00,0.8,61.8,0.56,71.5,72,30,352536
2021-06-07 22:00:00,0.77,37.5,0.49,75.2,72,30,413724
2021-06-07 23:00:00,0.89,63.7,0.44,77.1,72,30,335329
2021-06-08 00:00:00,0.9,52.8,0.54,77.3,72,30,436759
2021-06-08 01:00:00,0.85,77.8,0.4,75.1,72,30,391119
2021-06-08 02:00:00,0.91,59.8,0.54,77.5,72,30,146104
2021-06-08 03:00:00,0.87,71.0,0.49,75.8,72,30,156057
2021-06-08 04:00:00,0.91,68.8,0.55,76.8,72,30,333149
2021-06-08 05:00:00,0.84,66.8,0.53,74.3,72,30,486457
2021-06-08 06:00:00,0.91,66.4,0.48,74.3,72,30,342749
2021-06-08 07:00:00,0.85,67.2,0.49,83.0,72,30,260976
2021-06-08 08:00:00,0.88,58.6,0.51,74.3,72,30,415226
2021-06-08 09:00:00,0.9,68.8,0.49,71.8,72,30,353285
2021-06-08 10:00:00,0.88,90.0,0.5,76.1,72,30,414178
2021-06-08 11:00:00,0.8,78.4,0.54,77.9,72,30,453088
2021-06-08 12:00:00,0.76,51.7,0.52,67.0,72,30,474373
2021-06-08 13:00:00,0.85,68.1,0.45,70.1,72,30,276303
2021-06-08 14:00:00,0.81,61.6,0.56,73.2,72,30,351646
2021-06-08 15:00:00,0.83,72.5,0.57,79.9,72,30,411909
2021-06-08 16:00:00,0.78,65.7,0.59,79.3,72,30,218913
2021-06-08 17:00:00,0.82,71.8,0.42,82.6,72,30,333171
2021-06-08 18:00:00,0.91,96.9,0.55,73.0,72,30,329761
2021-06-08 19:00:00,0.9,63.6,0.46,77.7,72,30,201228
2021-06-08 20:00:00,0.76,59.5,0.45,74.5,72,30,231215
2021-06-08 21:00:00,0.87,73.5,0.46,77.2,72,30,362464
2021-06-08 22:00:00,0.9,68.2,0.51,72.6,72,30,340668
2021-06-08 23:00:00,0.88,65.3,0.45,75.6,72,30,356608
2021-06-09 00:00:00,0.9,83.9,0.44,74.4,72,30,348183
2021-06-09 01:00:00,0.81,76.3,0.52,66.5,72,30,284376
2021-06-09 02:00:00,0.86,68.9,0.39,76.2,72,30,432936
2021-06-09 03:00:00,0.84,75.5,0.4,75.5,72,30,421614
2021-06-09 04:00:00,0.86,81.1,0.51,74.5,72,30,268715
2021-06-09 05:00:00,0.84,70.3,0.41,82.0,72,30,324004
2021-06-09 06:00:00,0.92,83.9,0.53,76.6,72,30,181357
2021-06-09 07:00:00,0.86,76.6,0.44,76.2,72,30,387465
2021-06-09 08:00:00,0.85,47.2,0.46,79.4,72,30,303958
2021-06-09 09:00:00,0.86,68.7,0.47,72.9,72,30,332987
2021-06-09 10:00:00,0.8,76.4,0.48,71.3,72,30,327295
2021-06-09 11:00:00,0.8,63.1,0.5,77.0,72,30,307994
2021-06-09 12:00:00,0.89,98.2,0.53,74.4,72,30,360358
2021-06-09 13:00:00,0.85,69.7,0.54,77.7,72,30,353431
2021-06-09 14:00:00,0.86,93.0,0.48,72.2,72,30,315450
2021-06-09 15:00:00,0.81,65.6,0.48,75.7,72,30,330609
2021-06-09 16:00:00,0.87,69.6,0.57,71.8,72,30,264565
2021-06-09 17:00:00,0.82,61.9,0.52,74.8,72,30,277849
2021-06-09 18:00:00,0.88,53.0,0.46,75.6,72,30,317318
2021-06-09 19:00:00,0.88,74.7,0.47,75.8,72,30,463560
2021-06-09 20:00:00,0.81,58.8,0.52,65.4,72,30,294979
2021-06-09 21:00:00,0.84,60.7,0.49,78.9,72,30,333299
2021-06-09 22:00:00,0.87,72.4,0.5,74.7,72,30,409311
2021-06-09 23:00:00,0.8,84.3,0.4,78.4,72,30,376258
2021-06-10 00:00:00,0.71,81.3,0.47,79.7,72,30,437734
2021-06-10 01:00:00,0.83,70.2,0.42,78.3,72,30,457527
2021-06-10 02:00:00,0.81,78.8,0.52,73.6,72,30,210257
2021-06-10 03:00:00,0.84,70.9,0.45,77.7,72,30,270262
2021-06-10 04:00:00,0.85,65.6,0.59,76.4,72,30,363357
2021-06-10 05:00:00,0.83,64.8,0.62,77.0,72,30,234217
2021-06-10 06:00:00,0.83,63.6,0.52,78.5,72,30,302112
2021-06-10 07:00:00,0.8,78.0,0.59,71.5,72,30,314553
2021-06-10 08:00:00,0.8,58.3,0.46,73.9,72,30,360910
2021-06-10 09:00:00,0.87,66.0,0.43,77.3,72,30,389655
2021-06-10 10:00:00,0.92,54.1,0.5,72.5,72,30,318354
2021-06-10 11:00:00,0.83,81.4,0.66,74.0,72,30,418310
2021-06-10 12:00:00,0.83,67.0,0.43,69.9,72,30,273620
2021-06-10 13:00:00,0.87,69.3,0.48,82.0,72,30,388816
2021-06-10 14:00:00,0.79,68.6,0.52,76.7,72,30,319992
2021-06-10 15:00:00,0.82,52.4,0.54,66.9,72,30,387720
2021-06-10 16:00:00,0.92,75.4,0.51,74.4,72,30,315867
2021-06-10 17:00:00,0.83,64.2,0.63,71.8,72,30,355317
2021-06-10 18:00:00,0.87,75.6,0.52,74.1,72,30,345903
2021-06-10 19:00:00,0.85,76.5,0.59,76.0,72,30,388966
2021-06-10 20:00:00,0.86,75.6,0.44,81.0,72,30,302772
2021-06-10 21:00:00,0.8,85.8,0.57,73.3,72,30,429721
2021-06-10 22:00:00,0.81,58.7,0.43,76.8,72,30,414241
2021-06-10 23:00:00,0.82,76.2,0.44,73.2,72,30,417945
2021-06-11 00:00:00,0.86,48.1,0.47,76.4,72,30,377989
2021-06-11 01:00:00,0.86,65.1,0.46,73.9,72,30,350659
2021-06-11 02:00:00,0.89,70.7,0.43,74.2,72,30,307642
2021-06-11 03:00:00,0.84,79.3,0.56,76.6,72,30,311040
2021-06-11 04:00:00,0.88,74.7,0.39,77.3,72,30,493735
2021-06-11 05:00:00,0.88,76.1,0.38,76.5,72,30,363249
2021-06-11 06:00:00,0.87,63.8,0.46,80.6,72,30,277903
2021-06-11 07:00:00,0.92,68.7,0.47,71.7,72,30,328586
2021-06-11 08:00:00,0.91,65.7,0.63,73.6,72,30,314970
2021-06-11 09:00:00,0.92,57.2,0.41,76.1,72,30,438783
2021-06-11 10:00:00,0.81,64.9,0.56,82.0,72,30,321054
2021-06-11 11:00:00,0.81,102.3,0.5,78.1,72,30,467705
2021-06-11 12:00:00,0.87,71.9,0.46,76.7,72,30,282356
2021-06-11 13:00:00,0.93,75.1,0.57,76.7,72,30,402907
2021-06-11 14:00:00,0.79,60.7,0.42,79.0,72,30,426218
2021-06-11 15:00:00,0.81,66.8,0.5,83.2,72,30,408500
2021-06-11 16:00:00,0.79,80.0,0.55,75.1,72,30,399412
2021-06-11 17:00:00,0.96,76.3,0.39,80.1,72,30,344287
2021-06-11 18:00:00,0.82,66.1,0.5,76.3,72,30,395176
2021-06-11 19:00:00,0.84,69.1,0.38,79.1,72,30,305747
2021-06-11 20:00:00,0.91,65.6,0.58,77.6,72,30,277290
2021-06-11 21:00:00,0.82,72.0,0.5,76.0,72,30,327427
2021-06-11 22:00:00,0.94,77.4,0.59,76.2,72,30,379795
2021-06-11 23:00:00,0.84,73.2,0.57,75.4,72,30,288427
2021-06-12 00:00:00,0.95,68.5,0.52,75.5,72,30,353547
2021-06-12 01:00:00,0.91,84.8,0.53,77.5,72,30,454456
2021-06-12 02:00:00,0.86,67.4,0.47,74.3,72,30,354218
2021-06-12 03:00:00,0.86,68.9,0.51,81.6,72,30,375303
2021-06-12 04:00:00,0.94,72.3,0.49,74.4,72,30,360047
2021-06-12 05:00:00,0.83,67.1,0.53,75.2,72,30,190027
2021-06-12 06:00:00,0.82,75.4,0.6,78.4,72,30,169421
2021-06-12 07:00:00,0.87,71.8,0.61,78.2,72,30,425989
2021-06-12 08:00:00,0.88,74.1,0.48,77.5,72,30,337182
2021-06-12 09:00:00,0.84,62.8,0.46,77.6,72,30,324821
2021-06-12 10:00:00,0.86,70.2,0.63,79.2,72,30,346032
2021-06-12 11:00:00,0.88,45.6,0.45,76.7,72,30,423206
2021-06-12 12:00:00,0.88,87.7,0.54,74.5,72,30,466356
2021-06-12 13:00:00,0.86,68.2,0.45,76.2,72,30,342857
2021-06-12 14:00:00,0.92,65.0,0.56,76.5,72,30,241037
2021-06-12 15:00:00,0.84,72.6,0.52,76.5,72,30,276711
2021-06-12 16:00:00,0.8,69.0,0.55,64.7,72,30,267519
2021-06-12 17:00:00,0.94,73.5,0.51,71.3,72,30,232146
2021-06-12 18:00:00,0.86,75.3,0.5,74.7,72,30,324828
2021-06-12 19:00:00,0.88,81.6,0.35,73.0,72,30,381898
2021-06-12 20:00:00,0.83,69.0,0.51,72.8,72,30,271224
2021-06-12 21:00:00,0.95,60.8,0.48,75.2,72,30,256208
2021-06-12 22:00:00,0.84,55.2,0.52,76.7,72,30,393565
2021-06-12 23:00:00,0.88,77.7,0.53,74.6,72,30,281676
2021-06-13 00:00:00,0.87,82.1,0.6,75.3,72,30,424750
2021-06-13 01:00:00,0.78,66.9,0.48,75.4,72,30,484440
2021-06-13 02:00:00,0.93,65.4,0.51,74.1,72,30,416540
2021-06-13 03:00:00,0.84,76.0,0.5,70.5,72,30,318451
2021-06-13 04:00:00,0.86,72.0,0.45,74.5,72,30,304742
2021-06-13 05:00:00,0.83,49.6,0.55,81.5,72,30,358758
2021-06-13 06:00:00,0.8,60.4,0.47,76.5,72,30,307895
2021-06-13 07:00:00,0.78,55.4,0.51,74.6,72,30,295924
2021-06-13 08:00:00,0.85,65.8,0.42,75.4,72,30,431755
2021-06-13 09:00:00,0.8,83.6,0.53,73.0,72,30,515465
2021-06-13 10:00:00,0.82,73.1,0.55,80.1,72,30,323724
2021-06-13 11:00:00,0.84,75.2,0.58,73.6,72,30,390489
2021-06-13 12:00:00,0.9,82.1,0.51,77.6,72,30,438322
2021-06-13 13:00:00,0.91,65.4,0.45,74.8,72,30,414689
2021-06-13 14:00:00,0.89,74.9,0.54,75.3,72,30,368809
2021-06-13 15:00:00,0.97,68.1,0.59,71.8,72,30,269459
2021-06-13 16:00:00,0.93,50.0,0.34,73.7,72,30,305003
2021-06-13 17:00:00,0.81,83.4,0.47,76.1,72,30,275468
2021-06-13 18:00:00,0.91,55.2,0.43,74.6,72,30,344374
2021-06-13 19:00:00,0.91,92.6,0.49,73.8,72,30,376050
2021-06-13 20:00:00,0.88,68.3,0.48,68.5,72,30,389779
2021-06-13 21:00:00,0.92,70.5,0.46,73.2,72,30,425597
2021-06-13 22:00:00,0.78,68.8,0.53,76.6,72,30,283595
2021-06-13 23:00:00,0.87,67.4,0.44,78.0,72,30,377044
2021-06-14 00:00:00,0.88,77.5,0.48,78.9,72,30,227546
2021-06-14 01:00:00,0.83,76.0,0.46,68.6,72,30,353442
2021-06-14 02:00:00,0.9,65.8,0.47,80.3,72,30,267447
2021-06-14 03:00:00,0.88,67.8,0.59,69.8,72,30,397208
2021-06-14 04:00:00,0.84,70.2,0.51,78.0,72,30,403849
2021-06-14 05:00:00,0.83,79.5,0.54,77.0,72,30,206766
2021-06-14 06:00:00,0.84,78.4,0.44,73.1,72,30,239187
2021-06-14 07:00:00,0.82,51.6,0.48,73.3,72,30,364083
2021-06-14 08:00:00,0.86,87.3,0.58,74.8,72,30,223923
2021-06-14 09:00:00,0.78,78.6,0.35,79.2,72,30,324697
2021-06-14 10:00:00,0.82,76.6,0.47,75.9,72,30,344822
2021-06-14 11:00:00,0.83,66.7,0.51,69.8,72,30,530269
2021-06-14 12:00:00,0.88,72.6,0.47,73.3,72,30,364482
2021-06-14 13:00:00,0.87,68.6,0.47,74.4,72,30,404906
2021-06-14 14:00:00,0.83,79.1,0.49,76.5,72,30,326695
2021-06-14 15:00:00,0.84,76.4,0.46,72.8,72,30,446742
2021-06-14 16:00:00,0.8,70.0,0.53,73.0,72,30,322223
2021-06-14 17:00:00,0.81,63.2,0.48,78.0,72,30,314851
2021-06-14 18:00:00,0.89,76.7,0.43,77.5,72,30,235360
2021-06-14 19:00:00,0.91,76.8,0.53,76.4,72,30,382709
2021-06-14 20:00:00,0.87,82.9,0.48,82.3,72,30,314313
2021-06-14 21:00:00,0.78,68.9,0.46,76.6,72,30,214393
2021-06-14 22:00:00,0.82,88.5,0.3,75.5,72,30,282954
2021-06-14 23:00:00,0.87,55.1,0.6,71.2,72,30,351872
2021-06-15 00:00:00,0.87,62.5,0.55,79.2,72,30,440130
2021-06-15 01:00:00,0.89,88.2,0.4,76.3,72,30,379040
2021-06-15 02:00:00,0.87,82.8,0.46,77.8,72,30,240284
2021-06-15 03:00:00,0.83,101.6,0.48,74.5,72,30,386903
2021-06-15 04:00:00,0.77,72.7,0.51,76.6,72,30,492099
2021-06-15 05:00:00,0.86,71.7,0.51,75.7,72,30,378338
2021-06-15 06:00:00,0.83,86.3,0.5,68.8,72,30,340600
2021-06-15 07:00:00,0.81,71.1,0.52,74.0,72,30,231009
2021-06-15 08:00:00,0.88,69.8,0.55,73.4,72,30,290223
2021-06-15 09:00:00,0.83,59.7,0.5,74.9,72,30,497831
2021-06-15 10:00:00,0.86,48.7,0.43,78.1,72,30,499625
2021-06-15 11:00:00,0.85,60.8,0.38,72.9,72,30,463627
2021-06-15 12:00:00,0.85,82.1,0.5,79.0,72,30,249305
2021-06-15 13:00:00,0.81,69.9,0.47,77.9,72,30,400092
2021-06-15 14:00:00,0.78,64.7,0.42,73.8,72,30,250565
2021-06-15 15:00:00,0.9,66.3,0.5,74.4,72,30,307484
2021-06-15 16:00:00,0.82,73.1,0.5,70.9,72,30,369734
2021-06-15 17:00:00,0.78,70.6,0.41,76.3,72,30,290782
2021-06-15 18:00:00,0.79,63.2,0.53,69.3,72,30,191793
2021-06-15 19:00:00,0.82,72.9,0.57,74.5,72,30,424050
2021-06-15 20:00:00,0.81,78.7,0.52,73.7,72,30,363385
2021-06-15 21:00:00,0.91,64.7,0.46,75.8,72,30,431170
2021-06-15 22:00:00,0.94,70.8,0.44,76.3,72,30,397206
2021-06-15 23:00:00,0.92,82.4,0.42,74.6,72,30,350918
2021-06-16 00:00:00,0.83,85.7,0.48,73.7,72,30,359424
2021-06-16 01:00:00,0.84,70.2,0.42,75.0,72,30,263882
2021-06-16 02:00:00,0.84,79.0,0.52,69.9,72,30,280479
2021-06-16 03:00:00,0.82,63.5,0.52,73.2,72,30,410493
2021-06-16 04:00:00,0.87,67.5,0.43,68.9,72,30,452013
2021-06-16 05:00:00,0.85,82.8,0.44,76.2,72,30,381606
2021-06-16 06:00:00,0.92,60.5,0.48,77.1,72,30,478106
2021-06-16 07:00:00,0.9,74.7,0.49,72.0,72,30,326501
2021-06-16 08:00:00,0.87,55.3,0.41,69.4,72,30,250516
2021-06-16 09:00:00,0.77,52.7,0.42,82.0,72,30,424295
2021-06-16 10:00:00,0.87,65.3,0.47,81.4,72,30,328749
2021-06-16 11:00:00,0.91,57.1,0.53,77.7,72,30,329833
2021-06-16 12:00:00,0.81,69.9,0.53,70.6,72,30,424946
2021-06-16 13:00:00,0.81,69.5,0.56,77.3,72,30,415710
2021-06-16 14:00:00,0.87,98.6,0.66,73.2,72,30,363570
2021-06-16 15:00:00,0.92,77.0,0.51,76.1,72,30,283751
2021-06-16 16:00:00,0.9,61.4,0.61,73.7,72,30,366552
2021-06-16 17:00:00,0.78,46.6,0.49,72.5,72,30,258632
2021-06-16 18:00:00,0.89,55.2,0.51,71.4,72,30,290957
2021-06-16 19:00:00,0.91,71.8,0.51,74.9,72,30,350682
2021-06-16 20:00:00,0.89,55.1,0.44,70.8,72,30,561528
2021-06-16 21:00:00,0.8,64.4,0.55,74.8,72,30,439720
2021-06-16 22:00:00,0.79,67.2,0.52,73.8,72,30,366294
2021-06-16 23:00:00,0.88,64.3,0.48,72.0,72,30,289793
2021-06-17 00:00:00,0.82,80.3,0.4,80.6,72,30,495017
2021-06-17 01:00:00,0.79,72.8,0.46,75.9,72,30,126840
2021-06-17 02:00:00,0.9,87.4,0.59,77.3,72,30,224886
2021-06-17 03:00:00,0.84,85.5,0.43,74.5,72,30,254347
2021-06-17 04:00:00,0.87,75.3,0.48,68.6,72,30,352109
2021-06-17 05:00:00,0.9,76.3,0.43,80.9,72,30,226357
2021-06-17 06:00:00,0.9,70.9,0.58,76.1,72,30,347025
2021-06-17 07:00:00,0.89,91.0,0.51,78.8,72,30,453683
